1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1085, jungle, minecraft:jungle_hills, CREATURE, minecraft:parrot, 10, 1, 1
1086, jungle, minecraft:jungle_hills, CREATURE, minecraft:panda, 10, 1, 2
1087, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:hummingbird, 39, 7, 7
1088, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:gorilla, 50, 7, 7
1089, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
1090, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:hummingbird, 39, 7, 7
1091, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:gorilla, 50, 7, 7
1092, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
1093, jungle, minecraft:jungle_hills, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
1094, jungle, minecraft:jungle_hills, CREATURE, ars_nouveau:sylph, 10, 1, 1
1095, jungle, minecraft:jungle_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1096, jungle, minecraft:jungle_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
1097, jungle, minecraft:jungle_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
1098, jungle, minecraft:jungle_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
1099, jungle, minecraft:jungle_hills, AMBIENT, minecraft:bat, 10, 8, 8
1100, jungle, minecraft:jungle_hills, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1101, jungle, minecraft:jungle_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1102, jungle, minecraft:jungle_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1103, jungle, minecraft:jungle_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1104, jungle, minecraft:jungle_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1105, jungle, minecraft:jungle_hills, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1106, jungle, minecraft:jungle_hills, WATER_AMBIENT, betteranimalsplus:piranha, 10, 1, 5
1107, jungle, minecraft:jungle_edge, MONSTER, minecraft:spider, 80, 4, 4
1108, jungle, minecraft:jungle_edge, MONSTER, minecraft:zombie, 68, 4, 4
1109, jungle, minecraft:jungle_edge, MONSTER, minecraft:zombie_villager, 10, 1, 1
1110, jungle, minecraft:jungle_edge, MONSTER, minecraft:skeleton, 72, 4, 4
1111, jungle, minecraft:jungle_edge, MONSTER, minecraft:creeper, 80, 4, 4
1112, jungle, minecraft:jungle_edge, MONSTER, minecraft:slime, 80, 4, 4
1113, jungle, minecraft:jungle_edge, MONSTER, minecraft:enderman, 5, 1, 4
1114, jungle, minecraft:jungle_edge, MONSTER, minecraft:witch, 5, 1, 1
1115, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:wraith, 10, 1, 1
1116, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1117, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:whisperer, 10, 1, 1
1118, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:leapleaf, 10, 1, 4
1119, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:quick_growing_vine, 10, 1, 1
1120, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:poison_quill_vine, 10, 1, 1
1121, jungle, minecraft:jungle_edge, MONSTER, geode:redstonegeode, 30, 1, 1
1122, jungle, minecraft:jungle_edge, MONSTER, geode:quartzgeode, 45, 1, 1
1123, jungle, minecraft:jungle_edge, MONSTER, geode:lapisgeode, 35, 1, 1
1124, jungle, minecraft:jungle_edge, MONSTER, geode:irongeode, 40, 1, 1
1125, jungle, minecraft:jungle_edge, MONSTER, geode:goldgeode, 35, 1, 1
1126, jungle, minecraft:jungle_edge, MONSTER, geode:glowstonegeode, 45, 1, 1
1127, jungle, minecraft:jungle_edge, MONSTER, geode:emeraldgeode, 45, 1, 1
1128, jungle, minecraft:jungle_edge, MONSTER, geode:diamondgeode, 25, 1, 1
1129, jungle, minecraft:jungle_edge, MONSTER, geode:coalgeode, 50, 1, 1
1130, jungle, minecraft:jungle_edge, MONSTER, mowziesmobs:foliaath, 70, 1, 4
1131, jungle, minecraft:jungle_edge, MONSTER, mowziesmobs:grottol, 10, 1, 1
1132, jungle, minecraft:jungle_edge, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1133, jungle, minecraft:jungle_edge, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1134, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1135, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1136, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:jungle_zombie, 16, 4, 4
1137, jungle, minecraft:jungle_edge, MONSTER, dungeons_mobs:mossy_skeleton, 17, 4, 4
1138, jungle, minecraft:jungle_edge, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1139, jungle, minecraft:jungle_edge, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
1140, jungle, minecraft:jungle_edge, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
1141, jungle, minecraft:jungle_edge, CREATURE, minecraft:sheep, 12, 4, 4
1142, jungle, minecraft:jungle_edge, CREATURE, minecraft:pig, 10, 4, 4
1143, jungle, minecraft:jungle_edge, CREATURE, minecraft:chicken, 10, 4, 4
1144, jungle, minecraft:jungle_edge, CREATURE, minecraft:cow, 10, 4, 4
1145, jungle, minecraft:jungle_edge, CREATURE, minecraft:chicken, 10, 4, 4
1146, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1147, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:hummingbird, 39, 7, 7
1148, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:gorilla, 50, 7, 7
1149, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
1150, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:raccoon, 10, 2, 4
1151, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:crow, 10, 3, 5
1152, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1153, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1154, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:hummingbird, 39, 7, 7
1155, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:gorilla, 50, 7, 7
1156, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
1157, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:raccoon, 10, 2, 4
1158, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:crow, 10, 3, 5
1159, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1160, jungle, minecraft:jungle_edge, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
1161, jungle, minecraft:jungle_edge, CREATURE, ars_nouveau:sylph, 10, 1, 1
1162, jungle, minecraft:jungle_edge, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1163, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:goat, 10, 1, 4
1164, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1165, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1166, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1167, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:badger, 10, 1, 2
1168, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1169, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1170, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1171, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:deer, 16, 1, 4
1172, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1173, jungle, minecraft:jungle_edge, CREATURE, betteranimalsplus:boar, 10, 1, 4
1174, jungle, minecraft:jungle_edge, AMBIENT, minecraft:bat, 10, 8, 8
1175, jungle, minecraft:jungle_edge, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1176, jungle, minecraft:jungle_edge, AMBIENT, alexsmobs:fly, 10, 2, 3
1177, jungle, minecraft:jungle_edge, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1178, jungle, minecraft:jungle_edge, AMBIENT, alexsmobs:fly, 10, 2, 3
1179, jungle, minecraft:jungle_edge, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1180, jungle, minecraft:jungle_edge, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1181, jungle, minecraft:jungle_edge, WATER_AMBIENT, betteranimalsplus:piranha, 10, 1, 5
1182, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
1183, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1184, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1185, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1186, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1187, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
1188, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1189, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1190, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1191, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
1192, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1193, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
1194, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
1195, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
1196, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
1197, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
1198, ocean, minecraft:deep_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
1199, ocean, minecraft:deep_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
1200, ocean, minecraft:deep_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
1201, ocean, minecraft:deep_ocean, MONSTER, geode:irongeode, 40, 1, 1
1202, ocean, minecraft:deep_ocean, MONSTER, geode:goldgeode, 35, 1, 1
1203, ocean, minecraft:deep_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
1204, ocean, minecraft:deep_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
1205, ocean, minecraft:deep_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
1206, ocean, minecraft:deep_ocean, MONSTER, geode:coalgeode, 50, 1, 1
1207, ocean, minecraft:deep_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1208, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1209, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1210, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
1211, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
1212, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
1213, ocean, minecraft:deep_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1214, ocean, minecraft:deep_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
1215, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1216, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1217, ocean, minecraft:deep_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1218, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1219, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1220, ocean, minecraft:deep_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
1221, ocean, minecraft:deep_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
1222, ocean, minecraft:deep_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
1223, ocean, minecraft:deep_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
1224, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1225, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1226, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1227, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1228, ocean, minecraft:deep_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
1229, ocean, minecraft:deep_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
1230, ocean, minecraft:deep_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
1231, ocean, minecraft:deep_ocean, WATER_CREATURE, betteranimalsplus:squid_colossal, 10, 1, 1
1232, ocean, minecraft:deep_ocean, WATER_CREATURE, betteranimalsplus:squid_giant, 10, 1, 1
1233, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1234, ocean, minecraft:deep_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
1235, ocean, minecraft:deep_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
1236, ocean, minecraft:deep_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
1237, ocean, minecraft:deep_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
1238, ocean, minecraft:deep_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
1239, ocean, minecraft:deep_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
1240, ocean, minecraft:deep_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
1241, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1242, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1243, ocean, minecraft:deep_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
1244, ocean, minecraft:deep_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
1245, ocean, minecraft:deep_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
1246, none, minecraft:stone_shore, MONSTER, minecraft:spider, 80, 4, 4
1247, none, minecraft:stone_shore, MONSTER, minecraft:zombie, 80, 4, 4
1248, none, minecraft:stone_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1249, none, minecraft:stone_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1250, none, minecraft:stone_shore, MONSTER, minecraft:creeper, 80, 4, 4
1251, none, minecraft:stone_shore, MONSTER, minecraft:slime, 80, 4, 4
1252, none, minecraft:stone_shore, MONSTER, minecraft:enderman, 5, 1, 4
1253, none, minecraft:stone_shore, MONSTER, minecraft:witch, 5, 1, 1
1254, none, minecraft:stone_shore, MONSTER, dungeons_mobs:wraith, 10, 1, 1
1255, none, minecraft:stone_shore, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1256, none, minecraft:stone_shore, MONSTER, geode:redstonegeode, 30, 1, 1
1257, none, minecraft:stone_shore, MONSTER, geode:quartzgeode, 45, 1, 1
1258, none, minecraft:stone_shore, MONSTER, geode:lapisgeode, 35, 1, 1
1259, none, minecraft:stone_shore, MONSTER, geode:irongeode, 40, 1, 1
1260, none, minecraft:stone_shore, MONSTER, geode:goldgeode, 35, 1, 1
1261, none, minecraft:stone_shore, MONSTER, geode:glowstonegeode, 45, 1, 1
1262, none, minecraft:stone_shore, MONSTER, geode:emeraldgeode, 45, 1, 1
1263, none, minecraft:stone_shore, MONSTER, geode:diamondgeode, 25, 1, 1
1264, none, minecraft:stone_shore, MONSTER, geode:coalgeode, 50, 1, 1
1265, none, minecraft:stone_shore, MONSTER, mowziesmobs:grottol, 10, 1, 1
1266, none, minecraft:stone_shore, MONSTER, mowziesmobs:naga, 15, 2, 4
1267, none, minecraft:stone_shore, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1268, none, minecraft:stone_shore, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1269, none, minecraft:stone_shore, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1270, none, minecraft:stone_shore, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1271, none, minecraft:stone_shore, CREATURE, alexsmobs:seal, 30, 3, 8
1272, none, minecraft:stone_shore, CREATURE, alexsmobs:seagull, 21, 3, 6
1273, none, minecraft:stone_shore, CREATURE, alexsmobs:seal, 30, 3, 8
1274, none, minecraft:stone_shore, CREATURE, alexsmobs:seagull, 21, 3, 6
1275, none, minecraft:stone_shore, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1276, none, minecraft:stone_shore, CREATURE, betteranimalsplus:crab, 10, 1, 3
1277, none, minecraft:stone_shore, CREATURE, betteranimalsplus:horseshoecrab, 10, 1, 3
1278, none, minecraft:stone_shore, CREATURE, betteranimalsplus:walrus, 10, 1, 5
1279, none, minecraft:stone_shore, AMBIENT, minecraft:bat, 10, 8, 8
1280, none, minecraft:stone_shore, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1281, none, minecraft:stone_shore, AMBIENT, alexsmobs:fly, 10, 2, 3
1282, none, minecraft:stone_shore, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1283, none, minecraft:stone_shore, AMBIENT, alexsmobs:fly, 10, 2, 3
1284, none, minecraft:stone_shore, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1285, none, minecraft:stone_shore, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
1286, none, minecraft:stone_shore, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
1287, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
1288, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1289, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1290, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1291, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
1292, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
1293, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
1294, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1295, beach, minecraft:snowy_beach, MONSTER, thermal:blizz, 10, 1, 3
1296, beach, minecraft:snowy_beach, MONSTER, dungeons_mobs:iceologer, 10, 1, 1
1297, beach, minecraft:snowy_beach, MONSTER, dungeons_mobs:wraith, 10, 1, 1
1298, beach, minecraft:snowy_beach, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1299, beach, minecraft:snowy_beach, MONSTER, dungeons_mobs:illusioner, 10, 1, 1
1300, beach, minecraft:snowy_beach, MONSTER, geode:redstonegeode, 30, 1, 1
1301, beach, minecraft:snowy_beach, MONSTER, geode:quartzgeode, 45, 1, 1
1302, beach, minecraft:snowy_beach, MONSTER, geode:lapisgeode, 35, 1, 1
1303, beach, minecraft:snowy_beach, MONSTER, geode:irongeode, 40, 1, 1
1304, beach, minecraft:snowy_beach, MONSTER, geode:goldgeode, 35, 1, 1
1305, beach, minecraft:snowy_beach, MONSTER, geode:glowstonegeode, 45, 1, 1
1306, beach, minecraft:snowy_beach, MONSTER, geode:emeraldgeode, 45, 1, 1
1307, beach, minecraft:snowy_beach, MONSTER, geode:diamondgeode, 25, 1, 1
1308, beach, minecraft:snowy_beach, MONSTER, geode:coalgeode, 50, 1, 1
1309, beach, minecraft:snowy_beach, MONSTER, mowziesmobs:grottol, 10, 1, 1
1310, beach, minecraft:snowy_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1311, beach, minecraft:snowy_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1312, beach, minecraft:snowy_beach, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1313, beach, minecraft:snowy_beach, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1314, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
1315, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1316, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
1317, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seal, 30, 3, 8
1318, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seagull, 21, 3, 6
1319, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seal, 30, 3, 8
1320, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seagull, 21, 3, 6
1321, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1322, beach, minecraft:snowy_beach, CREATURE, betteranimalsplus:crab, 10, 1, 3
1323, beach, minecraft:snowy_beach, CREATURE, betteranimalsplus:horseshoecrab, 10, 1, 3
1324, beach, minecraft:snowy_beach, CREATURE, betteranimalsplus:walrus, 10, 1, 5
1325, beach, minecraft:snowy_beach, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
1326, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1327, beach, minecraft:snowy_beach, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1328, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
1329, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1330, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
1331, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1332, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
1333, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
1334, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1335, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1336, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1337, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1338, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1339, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1340, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
1341, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1342, forest, minecraft:birch_forest, MONSTER, dungeons_mobs:wraith, 10, 1, 1
1343, forest, minecraft:birch_forest, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1344, forest, minecraft:birch_forest, MONSTER, geode:redstonegeode, 30, 1, 1
1345, forest, minecraft:birch_forest, MONSTER, geode:quartzgeode, 45, 1, 1
1346, forest, minecraft:birch_forest, MONSTER, geode:lapisgeode, 35, 1, 1
1347, forest, minecraft:birch_forest, MONSTER, geode:irongeode, 40, 1, 1
1348, forest, minecraft:birch_forest, MONSTER, geode:goldgeode, 35, 1, 1
1349, forest, minecraft:birch_forest, MONSTER, geode:glowstonegeode, 45, 1, 1
1350, forest, minecraft:birch_forest, MONSTER, geode:emeraldgeode, 45, 1, 1
1351, forest, minecraft:birch_forest, MONSTER, geode:diamondgeode, 25, 1, 1
1352, forest, minecraft:birch_forest, MONSTER, geode:coalgeode, 50, 1, 1
1353, forest, minecraft:birch_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
1354, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1355, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1356, forest, minecraft:birch_forest, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1357, forest, minecraft:birch_forest, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1358, forest, minecraft:birch_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1359, forest, minecraft:birch_forest, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
1360, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
1361, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 10, 4, 4
1362, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
1363, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 10, 4, 4
1364, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1365, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1366, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
1367, forest, minecraft:birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1368, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1369, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1370, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
1371, forest, minecraft:birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1372, forest, minecraft:birch_forest, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
1373, forest, minecraft:birch_forest, CREATURE, ars_nouveau:sylph, 10, 1, 1
1374, forest, minecraft:birch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1375, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:goat, 10, 1, 4
1376, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1377, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1378, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1379, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
1380, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1381, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:goose, 15, 2, 5
1382, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1383, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1384, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
1385, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1386, forest, minecraft:birch_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
1387, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
